dt,alpha,beta,xTrue,xEuler,xMilstein,ErrorEuler,ErrorMilstein
0.009400,-2.000000,2.250000,0.003141,0.002172,0.002611,0.000969,0.000530
0.009500,-2.000000,2.250000,0.004462,0.002377,0.004153,0.002085,0.000309
0.009600,-2.000000,2.250000,0.009248,0.007801,0.008138,0.001447,0.001110
0.009700,-2.000000,2.250000,0.004504,0.005333,0.004002,0.000829,0.000502
0.009800,-2.000000,2.250000,0.019043,0.005438,0.019317,0.013605,0.000274
0.009900,-2.000000,2.250000,0.002653,0.000551,0.002632,0.002102,0.000021
0.010000,-2.000000,2.250000,0.005054,0.004295,0.004448,0.000759,0.000606
0.000100,-2.000000,2.500000,0.051658,0.047693,0.051629,0.003965,0.000028
0.000200,-2.000000,2.500000,0.010505,0.010309,0.010457,0.000196,0.000048
0.000300,-2.000000,2.500000,0.000093,0.000081,0.000093,0.000012,0.000001
0.000400,-2.000000,2.500000,0.060841,0.060219,0.060670,0.000622,0.000171
0.000500,-2.000000,2.500000,0.033439,0.031206,0.033304,0.002233,0.000135
0.000600,-2.000000,2.500000,0.168570,0.160902,0.167708,0.007669,0.000863
0.000700,-2.000000,2.500000,0.006944,0.005427,0.006866,0.001517,0.000078
0.000800,-2.000000,2.500000,0.004592,0.004777,0.004566,0.000186,0.000026
0.000900,-2.000000,2.500000,0.001406,0.001367,0.001382,0.000039,0.000023
0.001000,-2.000000,2.500000,0.002191,0.001866,0.002175,0.000324,0.000016
0.001100,-2.000000,2.500000,0.012102,0.009885,0.011894,0.002217,0.000208
0.001200,-2.000000,2.500000,0.019166,0.015446,0.019171,0.003721,0.000004
0.001300,-2.000000,2.500000,0.000874,0.000707,0.000866,0.000168,0.000008
0.001400,-2.000000,2.500000,0.015741,0.014054,0.015566,0.001686,0.000175
0.001500,-2.000000,2.500000,0.000335,0.000310,0.000322,0.000024,0.000012
0.001600,-2.000000,2.500000,0.000607,0.000526,0.000588,0.000080,0.000019
0.001700,-2.000000,2.500000,0.020263,0.026352,0.019712,0.006088,0.000552
0.001800,-2.000000,2.500000,0.189032,0.234739,0.187360,0.045706,0.001672
0.001900,-2.000000,2.500000,0.000465,0.000542,0.000454,0.000076,0.000011
0.002000,-2.000000,2.500000,0.000425,0.000256,0.000409,0.000170,0.000016
0.002100,-2.000000,2.500000,1.143440,1.306798,1.121290,0.163358,0.022150
0.002200,-2.000000,2.500000,0.042243,0.040277,0.041513,0.001966,0.000730
0.002300,-2.000000,2.500000,0.000233,0.000171,0.000224,0.000062,0.000009
0.002400,-2.000000,2.500000,0.001570,0.000986,0.001542,0.000584,0.000028
0.002500,-2.000000,2.500000,0.006614,0.008024,0.006331,0.001410,0.000284
0.002600,-2.000000,2.500000,0.001851,0.002066,0.001735,0.000215,0.000116
0.002700,-2.000000,2.500000,0.002396,0.001829,0.002277,0.000566,0.000119
0.002800,-2.000000,2.500000,0.003438,0.002979,0.003281,0.000459,0.000157
0.002900,-2.000000,2.500000,0.064632,0.068351,0.060150,0.003719,0.004482
0.003000,-2.000000,2.500000,0.035809,0.028868,0.033699,0.006941,0.002110
0.003100,-2.000000,2.500000,0.001582,0.000986,0.001513,0.000596,0.000069
0.003200,-2.000000,2.500000,0.006872,0.003115,0.006791,0.003757,0.000081
0.003300,-2.000000,2.500000,0.000490,0.000286,0.000466,0.000204,0.000024
0.003400,-2.000000,2.500000,0.390542,0.481402,0.380604,0.090860,0.009938
0.003500,-2.000000,2.500000,0.362396,0.421547,0.335911,0.059151,0.026485
0.003600,-2.000000,2.500000,0.000052,0.000024,0.000048,0.000028,0.000004
0.003700,-2.000000,2.500000,0.020815,0.026469,0.019951,0.005654,0.000864
0.003800,-2.000000,2.500000,0.001600,0.001392,0.001527,0.000209,0.000073
0.003900,-2.000000,2.500000,0.018215,0.016301,0.017104,0.001914,0.001111
0.004000,-2.000000,2.500000,0.000629,0.000823,0.000575,0.000194,0.000055
0.004100,-2.000000,2.500000,0.002121,0.000754,0.002193,0.001367,0.000073
0.004200,-2.000000,2.500000,0.000805,0.000783,0.000741,0.000022,0.000065
0.004300,-2.000000,2.500000,0.000213,0.000116,0.000193,0.000097,0.000020
0.004400,-2.000000,2.500000,0.954588,0.879946,0.886928,0.074642,0.067660
0.004500,-2.000000,2.500000,0.008214,0.006358,0.008345,0.001856,0.000131
0.004600,-2.000000,2.500000,0.002275,0.001427,0.002137,0.000848,0.000137
0.004700,-2.000000,2.500000,0.002059,0.002097,0.001875,0.000038,0.000184
0.004800,-2.000000,2.500000,0.003020,0.002223,0.002868,0.000797,0.000152
0.004900,-2.000000,2.500000,0.358035,0.329313,0.335571,0.028722,0.022464
0.005000,-2.000000,2.500000,0.000407,0.000227,0.000389,0.000179,0.000018
0.005100,-2.000000,2.500000,0.003639,0.003114,0.003563,0.000525,0.000077
0.005200,-2.000000,2.500000,0.001633,0.001091,0.001483,0.000542,0.000150
0.005300,-2.000000,2.500000,0.004675,0.001983,0.004296,0.002692,0.000379
0.005400,-2.000000,2.500000,0.062617,0.032608,0.060668,0.030009,0.001949
0.005500,-2.000000,2.500000,0.001954,0.001629,0.001810,0.000326,0.000144
0.005600,-2.000000,2.500000,0.174566,0.172071,0.161724,0.002495,0.012842
0.005700,-2.000000,2.500000,0.000022,0.000009,0.000018,0.000012,0.000003
0.005800,-2.000000,2.500000,0.000533,0.000380,0.000486,0.000153,0.000047
0.005900,-2.000000,2.500000,0.000747,0.000186,0.000725,0.000561,0.000021
0.006000,-2.000000,2.500000,0.001949,0.002066,0.001690,0.000117,0.000259
0.006100,-2.000000,2.500000,0.008716,0.006105,0.008035,0.002611,0.000681
0.006200,-2.000000,2.500000,0.004892,0.003922,0.004435,0.000971,0.000457
0.006300,-2.000000,2.500000,0.001317,0.000952,0.001122,0.000365,0.000195
0.006400,-2.000000,2.500000,0.000872,0.000905,0.000767,0.000033,0.000104
0.006500,-2.000000,2.500000,0.654724,0.612092,0.639984,0.042632,0.014740
0.006600,-2.000000,2.500000,0.174659,0.083072,0.169596,0.091587,0.005063
0.006700,-2.000000,2.500000,0.000381,0.000092,0.000385,0.000289,0.000004
0.006800,-2.000000,2.500000,0.022855,0.008011,0.021017,0.014844,0.001838
0.006900,-2.000000,2.500000,0.002788,0.000911,0.002570,0.001877,0.000218
0.007000,-2.000000,2.500000,0.564049,0.489501,0.546993,0.074548,0.017056
0.007100,-2.000000,2.500000,0.000164,0.000061,0.000156,0.000103,0.000008
0.007200,-2.000000,2.500000,0.003269,0.002391,0.002839,0.000878,0.000430
0.007300,-2.000000,2.500000,0.040746,0.018716,0.044168,0.022030,0.003422
0.007400,-2.000000,2.500000,0.000019,0.000006,0.000018,0.000013,0.000001
0.007500,-2.000000,2.500000,0.001838,0.001381,0.001561,0.000457,0.000277
0.007600,-2.000000,2.500000,0.001455,0.000632,0.001247,0.000823,0.000208
0.007700,-2.000000,2.500000,0.056146,0.085298,0.050567,0.029152,0.005579
0.007800,-2.000000,2.500000,0.044598,0.031559,0.039915,0.013039,0.004683
0.007900,-2.000000,2.500000,0.005913,0.002538,0.005331,0.003375,0.000582
0.008000,-2.000000,2.500000,0.000111,0.000090,0.000097,0.000021,0.000014
0.008100,-2.000000,2.500000,0.001615,0.000411,0.001414,0.001205,0.000201
0.008200,-2.000000,2.500000,0.115820,0.082240,0.109578,0.033580,0.006242
0.008300,-2.000000,2.500000,0.140069,0.147237,0.127188,0.007169,0.012880
0.008400,-2.000000,2.500000,0.020498,0.019044,0.019978,0.001454,0.000520
0.008500,-2.000000,2.500000,0.003173,0.005387,0.002697,0.002215,0.000476
0.008600,-2.000000,2.500000,0.499103,0.440139,0.476267,0.058964,0.022837
0.008700,-2.000000,2.500000,0.005237,0.001659,0.005451,0.003578,0.000214
0.008800,-2.000000,2.500000,0.000506,0.000126,0.000473,0.000380,0.000033
0.008900,-2.000000,2.500000,0.002232,0.002095,0.001895,0.000137,0.000337
0.009000,-2.000000,2.500000,0.030210,0.032916,0.025016,0.002706,0.005194
0.009100,-2.000000,2.500000,0.028331,0.018413,0.024193,0.009918,0.004138
0.009200,-2.000000,2.500000,0.378128,0.297132,0.351344,0.080995,0.026784
0.009300,-2.000000,2.500000,0.001422,0.000886,0.001232,0.000536,0.000190
0.009400,-2.000000,2.500000,0.020042,0.008753,0.017816,0.011289,0.002225
0.009500,-2.000000,2.500000,0.000146,0.000064,0.000117,0.000082,0.000030
0.009600,-2.000000,2.500000,0.000230,0.000360,0.000168,0.000130,0.000062
0.009700,-2.000000,2.500000,0.002295,0.001554,0.001737,0.000741,0.000558
0.009800,-2.000000,2.500000,0.000118,0.000029,0.000090,0.000089,0.000028
0.009900,-2.000000,2.500000,0.008129,0.004963,0.007200,0.003167,0.000929
0.010000,-2.000000,2.500000,0.027308,0.035494,0.022549,0.008186,0.004759
0.000100,-2.000000,2.750000,0.006846,0.007524,0.006830,0.000678,0.000016
0.000200,-2.000000,2.750000,0.001283,0.001233,0.001278,0.000051,0.000006
0.000300,-2.000000,2.750000,0.000192,0.000211,0.000191,0.000018,0.000002
0.000400,-2.000000,2.750000,0.004854,0.004554,0.004805,0.000300,0.000049
0.000500,-2.000000,2.750000,0.000013,0.000012,0.000013,0.000002,0.000000
0.000600,-2.000000,2.750000,0.009591,0.010453,0.009559,0.000862,0.000032
0.000700,-2.000000,2.750000,0.000080,0.000064,0.000079,0.000016,0.000001
0.000800,-2.000000,2.750000,0.061832,0.056606,0.061416,0.005226,0.000415
0.000900,-2.000000,2.750000,0.053909,0.050586,0.053219,0.003323,0.000689
0.001000,-2.000000,2.750000,0.022648,0.019034,0.022365,0.003614,0.000284
0.001100,-2.000000,2.750000,0.000269,0.000190,0.000263,0.000079,0.000006
0.001200,-2.000000,2.750000,0.002576,0.003364,0.002515,0.000788,0.000061
0.001300,-2.000000,2.750000,0.000013,0.000016,0.000012,0.000003,0.000000
0.001400,-2.000000,2.750000,0.606873,0.571914,0.599480,0.034959,0.007393
0.001500,-2.000000,2.750000,0.000618,0.000658,0.000587,0.000041,0.000031
0.001600,-2.000000,2.750000,0.000056,0.000053,0.000055,0.000003,0.000001
0.001700,-2.000000,2.750000,0.026319,0.030045,0.025885,0.003726,0.000434
0.001800,-2.000000,2.750000,0.007626,0.006604,0.007291,0.001023,0.000335
0.001900,-2.000000,2.750000,0.003254,0.002688,0.003194,0.000566,0.000060
0.002000,-2.000000,2.750000,0.070827,0.042198,0.067580,0.028629,0.003247
0.002100,-2.000000,2.750000,0.005689,0.006010,0.005608,0.000321,0.000082
0.002200,-2.000000,2.750000,0.001321,0.001062,0.001231,0.000260,0.000090
0.002300,-2.000000,2.750000,0.009228,0.008773,0.008954,0.000455,0.000274
0.002400,-2.000000,2.750000,0.008410,0.010047,0.008281,0.001637,0.000129
0.002500,-2.000000,2.750000,0.001081,0.001297,0.000985,0.000216,0.000097
0.002600,-2.000000,2.750000,0.244638,0.186190,0.234529,0.058448,0.010108
0.002700,-2.000000,2.750000,0.003276,0.004184,0.003127,0.000908,0.000149
0.002800,-2.000000,2.750000,1.406064,1.584241,1.328161,0.178176,0.077904
0.002900,-2.000000,2.750000,0.002250,0.001709,0.002108,0.000542,0.000142
0.003000,-2.000000,2.750000,0.003369,0.002825,0.003161,0.000544,0.000208
0.003100,-2.000000,2.750000,0.046637,0.025639,0.045484,0.020998,0.001153
0.003200,-2.000000,2.750000,0.000152,0.000101,0.000139,0.000051,0.000013
0.003300,-2.000000,2.750000,0.033015,0.029492,0.031557,0.003522,0.001457
0.003400,-2.000000,2.750000,0.105154,0.091640,0.098888,0.013514,0.006266
0.003500,-2.000000,2.750000,0.000127,0.000105,0.000112,0.000021,0.000015
0.003600,-2.000000,2.750000,0.004462,0.003997,0.003931,0.000465,0.000531
0.003700,-2.000000,2.750000,0.031786,0.042894,0.030489,0.011108,0.001297
0.003800,-2.000000,2.750000,0.000937,0.000382,0.000890,0.000555,0.000047
0.003900,-2.000000,2.750000,0.001825,0.001503,0.001724,0.000322,0.000102
0.004000,-2.000000,2.750000,0.000059,0.000033,0.000055,0.000026,0.000003
0.004100,-2.000000,2.750000,0.018836,0.019963,0.017623,0.001127,0.001213
0.004200,-2.000000,2.750000,0.003255,0.002252,0.003131,0.001003,0.000124
0.004300,-2.000000,2.750000,0.000399,0.000247,0.000385,0.000152,0.000014
0.004400,-2.000000,2.750000,0.000947,0.000561,0.000904,0.000387,0.000043
0.004500,-2.000000,2.750000,0.000458,0.000453,0.000403,0.000005,0.000054
0.004600,-2.000000,2.750000,0.000007,0.000002,0.000006,0.000005,0.000001
0.004700,-2.000000,2.750000,0.007690,0.006938,0.007231,0.000752,0.000460
0.004800,-2.000000,2.750000,0.000178,0.000093,0.000168,0.000085,0.000010
0.004900,-2.000000,2.750000,0.000114,0.000082,0.000102,0.000032,0.000012
0.005000,-2.000000,2.750000,0.001390,0.000239,0.001169,0.001151,0.000222
0.005100,-2.000000,2.750000,0.160006,0.102477,0.160205,0.057529,0.000199
0.005200,-2.000000,2.750000,0.024255,0.022004,0.020751,0.002251,0.003504
0.005300,-2.000000,2.750000,0.000423,0.000197,0.000359,0.000226,0.000064
0.005400,-2.000000,2.750000,0.034576,0.033850,0.031388,0.000725,0.003188
0.005500,-2.000000,2.750000,0.000013,0.000007,0.000010,0.000006,0.000003
0.005600,-2.000000,2.750000,0.000751,0.000622,0.000632,0.000129,0.000120
0.005700,-2.000000,2.750000,0.000257,0.000138,0.000226,0.000119,0.000032
0.005800,-2.000000,2.750000,0.016453,0.009126,0.014145,0.007327,0.002308
0.005900,-2.000000,2.750000,0.000710,0.000228,0.000622,0.000482,0.000087
0.006000,-2.000000,2.750000,0.000849,0.000430,0.000753,0.000420,0.000096
0.006100,-2.000000,2.750000,0.029803,0.025546,0.027666,0.004257,0.002137
0.006200,-2.000000,2.750000,0.001529,0.001315,0.001329,0.000214,0.000200
0.006300,-2.000000,2.750000,0.002263,0.001163,0.002068,0.001100,0.000195
0.006400,-2.000000,2.750000,0.000231,0.000120,0.000198,0.000111,0.000033
0.006500,-2.000000,2.750000,0.000020,0.000007,0.000015,0.000013,0.000005
0.006600,-2.000000,2.750000,0.058003,0.033334,0.056898,0.024669,0.001105
0.006700,-2.000000,2.750000,0.003523,0.003004,0.002996,0.000519,0.000527
0.006800,-2.000000,2.750000,0.000502,0.000691,0.000407,0.000189,0.000095
0.006900,-2.000000,2.750000,0.018477,0.022293,0.015790,0.003815,0.002688
0.007000,-2.000000,2.750000,0.003178,0.003092,0.002691,0.000086,0.000487
0.007100,-2.000000,2.750000,0.053315,0.051669,0.048200,0.001647,0.005115
0.007200,-2.000000,2.750000,0.000059,0.000033,0.000044,0.000026,0.000014
0.007300,-2.000000,2.750000,0.002544,0.001932,0.002025,0.000611,0.000519
0.007400,-2.000000,2.750000,0.005473,0.001792,0.005311,0.003681,0.000161
0.007500,-2.000000,2.750000,0.105088,0.128209,0.097941,0.023121,0.007147
0.007600,-2.000000,2.750000,0.002277,0.002444,0.001820,0.000167,0.000457
0.007700,-2.000000,2.750000,0.002911,0.000909,0.002498,0.002002,0.000414
0.007800,-2.000000,2.750000,0.004668,0.002246,0.004016,0.002422,0.000653
0.007900,-2.000000,2.750000,0.000411,0.000167,0.000362,0.000244,0.000050
0.008000,-2.000000,2.750000,0.013077,0.012415,0.011157,0.000662,0.001920
0.008100,-2.000000,2.750000,0.004247,0.001993,0.003794,0.002254,0.000453
0.008200,-2.000000,2.750000,0.080032,0.037579,0.072709,0.042453,0.007322
0.008300,-2.000000,2.750000,0.000066,0.000046,0.000054,0.000020,0.000012
0.008400,-2.000000,2.750000,0.006081,-0.000458,0.006867,0.006539,0.000786
0.008500,-2.000000,2.750000,0.001727,0.000368,0.001530,0.001359,0.000197
0.008600,-2.000000,2.750000,0.000470,0.000039,0.000423,0.000431,0.000047
0.008700,-2.000000,2.750000,0.000035,0.000010,0.000028,0.000026,0.000007
0.008800,-2.000000,2.750000,0.017128,0.005957,0.015292,0.011171,0.001836
0.008900,-2.000000,2.750000,0.189120,0.233299,0.170366,0.044179,0.018754
0.009000,-2.000000,2.750000,0.001425,0.000934,0.001206,0.000491,0.000219
0.009100,-2.000000,2.750000,0.009712,0.001115,0.008348,0.008597,0.001363
0.009200,-2.000000,2.750000,0.070551,0.079521,0.064777,0.008970,0.005775
0.009300,-2.000000,2.750000,0.344057,0.645052,0.310660,0.300995,0.033397
0.009400,-2.000000,2.750000,0.125487,0.063938,0.106464,0.061549,0.019023
0.009500,-2.000000,2.750000,0.000451,0.000152,0.000378,0.000299,0.000073
0.009600,-2.000000,2.750000,0.004213,0.001438,0.003765,0.002775,0.000448
0.009700,-2.000000,2.750000,0.003775,0.002564,0.003108,0.001211,0.000666
0.009800,-2.000000,2.750000,0.105082,0.070053,0.099655,0.035029,0.005427
0.009900,-2.000000,2.750000,3.588360,4.153127,3.265844,0.564767,0.322516
0.010000,-2.000000,2.750000,0.013194,0.005891,0.010229,0.007303,0.002965
0.000100,-2.000000,3.000000,0.005401,0.005429,0.005394,0.000028,0.000007
0.000200,-2.000000,3.000000,1.284666,1.579973,1.278597,0.295307,0.006069
0.000300,-2.000000,3.000000,0.041346,0.036148,0.041006,0.005197,0.000339
0.000400,-2.000000,3.000000,0.000051,0.000050,0.000051,0.000001,0.000000
0.000500,-2.000000,3.000000,0.000324,0.000321,0.000323,0.000003,0.000001
0.000600,-2.000000,3.000000,0.000222,0.000257,0.000219,0.000035,0.000003
0.000700,-2.000000,3.000000,0.001375,0.001580,0.001361,0.000205,0.000014
0.000800,-2.000000,3.000000,0.002612,0.002391,0.002595,0.000222,0.000017
0.000900,-2.000000,3.000000,0.055870,0.050783,0.055592,0.005087,0.000278
0.001000,-2.000000,3.000000,0.007468,0.007321,0.007395,0.000146,0.000072
0.001100,-2.000000,3.000000,0.014536,0.014882,0.014387,0.000346,0.000149
0.001200,-2.000000,3.000000,0.000152,0.000148,0.000147,0.000003,0.000005
0.001300,-2.000000,3.000000,0.006030,0.006186,0.006044,0.000155,0.000014
0.001400,-2.000000,3.000000,0.000012,0.000009,0.000011,0.000002,0.000000
0.001500,-2.000000,3.000000,0.008882,0.009788,0.008683,0.000906,0.000199
0.001600,-2.000000,3.000000,0.109693,0.129344,0.105641,0.019651,0.004052
0.001700,-2.000000,3.000000,0.000177,0.000141,0.000172,0.000036,0.000005
0.001800,-2.000000,3.000000,0.000056,0.000052,0.000054,0.000004,0.000002
0.001900,-2.000000,3.000000,0.005469,0.004788,0.005214,0.000681,0.000255
0.002000,-2.000000,3.000000,0.180369,0.172022,0.180015,0.008347,0.000354
0.002100,-2.000000,3.000000,0.001517,0.001078,0.001437,0.000439,0.000080
0.002200,-2.000000,3.000000,0.030189,0.031099,0.029558,0.000910,0.000630
0.002300,-2.000000,3.000000,0.000524,0.000279,0.000524,0.000245,0.000000
0.002400,-2.000000,3.000000,0.006382,0.005091,0.006158,0.001291,0.000224
0.002500,-2.000000,3.000000,0.000362,0.000137,0.000359,0.000226,0.000003
0.002600,-2.000000,3.000000,0.001819,0.001373,0.001748,0.000446,0.000071
0.002700,-2.000000,3.000000,0.001007,0.000461,0.000969,0.000546,0.000038
0.002800,-2.000000,3.000000,0.000561,0.000414,0.000493,0.000147,0.000068
0.002900,-2.000000,3.000000,0.038240,0.030633,0.037183,0.007607,0.001056
0.003000,-2.000000,3.000000,0.095603,0.104202,0.094928,0.008599,0.000675
0.003100,-2.000000,3.000000,0.001834,0.001304,0.001665,0.000531,0.000170
0.003200,-2.000000,3.000000,0.001887,0.002780,0.001767,0.000893,0.000120
0.003300,-2.000000,3.000000,0.000152,0.000236,0.000138,0.000083,0.000014
0.003400,-2.000000,3.000000,0.060744,0.048416,0.059002,0.012328,0.001742
0.003500,-2.000000,3.000000,0.000028,0.000023,0.000026,0.000005,0.000002
0.003600,-2.000000,3.000000,0.000023,0.000021,0.000020,0.000002,0.000003
0.003700,-2.000000,3.000000,0.000015,0.000006,0.000014,0.000009,0.000001
0.003800,-2.000000,3.000000,0.083059,0.070177,0.080043,0.012883,0.003017
0.003900,-2.000000,3.000000,0.560779,0.498014,0.563132,0.062765,0.002353
0.004000,-2.000000,3.000000,0.029909,0.023499,0.026739,0.006410,0.003170
0.004100,-2.000000,3.000000,0.000168,0.000095,0.000142,0.000073,0.000025
0.004200,-2.000000,3.000000,0.000298,0.000182,0.000270,0.000116,0.000029
0.004300,-2.000000,3.000000,0.002029,0.001151,0.001611,0.000877,0.000417
0.004400,-2.000000,3.000000,0.002617,0.000688,0.002523,0.001928,0.000094
0.004500,-2.000000,3.000000,0.002860,0.003885,0.002437,0.001025,0.000423
0.004600,-2.000000,3.000000,0.001537,0.001424,0.001370,0.000113,0.000167
0.004700,-2.000000,3.000000,0.001662,0.001052,0.001637,0.000610,0.000025
0.004800,-2.000000,3.000000,0.000914,0.000318,0.000891,0.000596,0.000023
0.004900,-2.000000,3.000000,0.000055,0.000069,0.000047,0.000013,0.000008
0.005000,-2.000000,3.000000,0.000273,0.000084,0.000251,0.000189,0.000022
0.005100,-2.000000,3.000000,0.000099,0.000030,0.000099,0.000069,0.000000
0.005200,-2.000000,3.000000,0.025408,0.015537,0.023937,0.009871,0.001471
0.005300,-2.000000,3.000000,0.053712,0.044738,0.048658,0.008974,0.005054
0.005400,-2.000000,3.000000,0.000393,0.000177,0.000370,0.000216,0.000023
0.005500,-2.000000,3.000000,0.009328,0.010095,0.008105,0.000768,0.001223
0.005600,-2.000000,3.000000,0.000547,0.000310,0.000511,0.000236,0.000036
0.005700,-2.000000,3.000000,0.119466,0.147875,0.108811,0.028409,0.010654
0.005800,-2.000000,3.000000,0.000047,0.000013,0.000045,0.000033,0.000001
0.005900,-2.000000,3.000000,0.135653,0.082399,0.138552,0.053254,0.002900
0.006000,-2.000000,3.000000,0.000285,0.000154,0.000234,0.000131,0.000051
0.006100,-2.000000,3.000000,0.004775,0.002807,0.004229,0.001968,0.000546
0.006200,-2.000000,3.000000,0.010821,0.004251,0.010514,0.006570,0.000307
0.006300,-2.000000,3.000000,0.000085,0.000050,0.000072,0.000035,0.000013
0.006400,-2.000000,3.000000,0.002008,0.002560,0.001530,0.000552,0.000479
0.006500,-2.000000,3.000000,0.000726,0.000486,0.000630,0.000240,0.000096
0.006600,-2.000000,3.000000,0.000012,0.000004,0.000009,0.000008,0.000003
0.006700,-2.000000,3.000000,0.028629,0.010868,0.029585,0.017761,0.000957
0.006800,-2.000000,3.000000,0.038412,0.018983,0.035875,0.019430,0.002537
0.006900,-2.000000,3.000000,0.000431,0.000037,0.000359,0.000394,0.000072
0.007000,-2.000000,3.000000,0.000181,0.000311,0.000137,0.000130,0.000044
0.007100,-2.000000,3.000000,0.000376,0.000544,0.000279,0.000168,0.000097
0.007200,-2.000000,3.000000,0.000011,0.000003,0.000008,0.000007,0.000003
0.007300,-2.000000,3.000000,0.001791,0.001601,0.001340,0.000190,0.000451
0.007400,-2.000000,3.000000,0.000947,0.000130,0.000944,0.000817,0.000002
0.007500,-2.000000,3.000000,0.000186,0.000240,0.000139,0.000054,0.000048
0.007600,-2.000000,3.000000,0.019000,0.004128,0.018535,0.014872,0.000465
0.007700,-2.000000,3.000000,0.260087,0.526119,0.210168,0.266032,0.049919
0.007800,-2.000000,3.000000,0.000128,0.000037,0.000119,0.000091,0.000009
0.007900,-2.000000,3.000000,0.000128,0.000018,0.000101,0.000110,0.000027
0.008000,-2.000000,3.000000,0.000529,0.000327,0.000408,0.000202,0.000121
0.008100,-2.000000,3.000000,0.009670,0.002520,0.007581,0.007150,0.002090
0.008200,-2.000000,3.000000,0.000528,0.000284,0.000476,0.000244,0.000052
0.008300,-2.000000,3.000000,0.045991,0.003590,0.050686,0.042401,0.004695
0.008400,-2.000000,3.000000,0.000080,0.000055,0.000070,0.000025,0.000010
0.008500,-2.000000,3.000000,0.000007,0.000004,0.000004,0.000002,0.000002
0.008600,-2.000000,3.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.008700,-2.000000,3.000000,0.013556,0.009993,0.010224,0.003563,0.003331
0.008800,-2.000000,3.000000,0.000653,0.000385,0.000483,0.000268,0.000170
0.008900,-2.000000,3.000000,0.000123,0.000061,0.000091,0.000062,0.000032
0.009000,-2.000000,3.000000,0.002196,0.001449,0.001529,0.000747,0.000666
0.009100,-2.000000,3.000000,0.067939,0.044253,0.045411,0.023687,0.022528
0.009200,-2.000000,3.000000,0.004039,0.002298,0.002926,0.001741,0.001112
0.009300,-2.000000,3.000000,0.007479,0.001080,0.006108,0.006399,0.001372
0.009400,-2.000000,3.000000,0.001161,0.000018,0.001087,0.001144,0.000074
0.009500,-2.000000,3.000000,0.000248,0.000009,0.000208,0.000239,0.000040
0.009600,-2.000000,3.000000,0.005347,0.009115,0.003764,0.003768,0.001582
0.009700,-2.000000,3.000000,0.006451,0.003411,0.004714,0.003040,0.001737
0.009800,-2.000000,3.000000,0.000653,0.000119,0.000536,0.000535,0.000117
0.009900,-2.000000,3.000000,0.000674,0.000663,0.000444,0.000011,0.000230
0.010000,-2.000000,3.000000,0.000046,-0.000002,0.000054,0.000048,0.000008
0.000100,-2.000000,3.250000,0.000028,0.000029,0.000028,0.000001,0.000000
0.000200,-2.000000,3.250000,0.000329,0.000271,0.000328,0.000057,0.000001
0.000300,-2.000000,3.250000,0.001974,0.001378,0.001968,0.000596,0.000006
0.000400,-2.000000,3.250000,1.356922,1.274304,1.351271,0.082618,0.005651
0.000500,-2.000000,3.250000,0.000060,0.000073,0.000060,0.000013,0.000000
0.000600,-2.000000,3.250000,0.000699,0.000602,0.000701,0.000096,0.000002
0.000700,-2.000000,3.250000,0.000024,0.000022,0.000024,0.000002,0.000000
0.000800,-2.000000,3.250000,0.000013,0.000008,0.000012,0.000004,0.000000
0.000900,-2.000000,3.250000,0.000061,0.000080,0.000059,0.000019,0.000002
0.001000,-2.000000,3.250000,0.058843,0.072042,0.057326,0.013199,0.001517
0.001100,-2.000000,3.250000,0.033598,0.023664,0.033644,0.009934,0.000047
0.001200,-2.000000,3.250000,0.002717,0.002350,0.002593,0.000367,0.000125
0.001300,-2.000000,3.250000,0.000071,0.000090,0.000068,0.000020,0.000003
0.001400,-2.000000,3.250000,0.000869,0.000564,0.000841,0.000305,0.000027
0.001500,-2.000000,3.250000,0.000020,0.000024,0.000018,0.000004,0.000002
0.001600,-2.000000,3.250000,0.028723,0.030222,0.028478,0.001499,0.000245
0.001700,-2.000000,3.250000,0.002188,0.002863,0.002140,0.000675,0.000048
0.001800,-2.000000,3.250000,0.002437,0.002442,0.002346,0.000005,0.000092
0.001900,-2.000000,3.250000,0.000015,0.000017,0.000014,0.000002,0.000001
0.002000,-2.000000,3.250000,0.003054,0.002033,0.003118,0.001021,0.000063
0.002100,-2.000000,3.250000,0.017210,0.012408,0.016367,0.004802,0.000843
0.002200,-2.000000,3.250000,0.007269,0.002701,0.007159,0.004568,0.000110
0.002300,-2.000000,3.250000,0.000326,0.000196,0.000305,0.000130,0.000021
0.002400,-2.000000,3.250000,0.000059,0.000075,0.000055,0.000016,0.000005
0.002500,-2.000000,3.250000,0.000650,0.000489,0.000640,0.000161,0.000009
0.002600,-2.000000,3.250000,0.206149,0.273756,0.193968,0.067607,0.012181
0.002700,-2.000000,3.250000,0.001900,0.001640,0.001835,0.000260,0.000065
0.002800,-2.000000,3.250000,0.000202,0.000241,0.000177,0.000039,0.000025
0.002900,-2.000000,3.250000,0.020413,0.011698,0.019362,0.008715,0.001051
0.003000,-2.000000,3.250000,0.000238,0.000204,0.000209,0.000033,0.000029
0.003100,-2.000000,3.250000,0.001668,0.001083,0.001623,0.000585,0.000045
0.003200,-2.000000,3.250000,0.220875,0.126704,0.221160,0.094171,0.000285
0.003300,-2.000000,3.250000,10.887479,6.525396,10.385369,4.362083,0.502110
